STATE,Year,Crime Type,Number
Uttar Pradesh,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1410
Uttarakhand,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,38
Uttarakhand,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,47
Uttarakhand,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,31
Uttarakhand,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,29
Uttarakhand,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,30
Uttarakhand,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,40
Uttarakhand,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,50
Uttarakhand,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,40
Uttarakhand,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,51
Uttarakhand,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,60
Uttarakhand,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,54
Uttarakhand,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,44
West Bengal,2001,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,581
West Bengal,2002,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,540
West Bengal,2003,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,484
West Bengal,2004,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,468
West Bengal,2005,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,408
West Bengal,2006,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,401
West Bengal,2007,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,394
West Bengal,2008,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,488
West Bengal,2009,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,931
West Bengal,2010,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,630
West Bengal,2011,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,486
West Bengal,2012,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,522
A & N Islands,2001,RAPE,3
A & N Islands,2002,RAPE,2
A & N Islands,2003,RAPE,2
A & N Islands,2004,RAPE,10
A & N Islands,2005,RAPE,4
A & N Islands,2006,RAPE,6
A & N Islands,2007,RAPE,3
A & N Islands,2008,RAPE,12
A & N Islands,2009,RAPE,18
A & N Islands,2010,RAPE,24
A & N Islands,2011,RAPE,13
A & N Islands,2012,RAPE,12
Andhra Pradesh,2001,RAPE,871
Andhra Pradesh,2002,RAPE,1002
Andhra Pradesh,2003,RAPE,946
Andhra Pradesh,2004,RAPE,1016
Andhra Pradesh,2005,RAPE,935
Andhra Pradesh,2006,RAPE,1049
Andhra Pradesh,2007,RAPE,1070
Andhra Pradesh,2008,RAPE,1257
Andhra Pradesh,2009,RAPE,1188
Andhra Pradesh,2010,RAPE,1362
Andhra Pradesh,2011,RAPE,1442
Andhra Pradesh,2012,RAPE,1341
Arunachal Pradesh,2001,RAPE,33
Arunachal Pradesh,2002,RAPE,38
Arunachal Pradesh,2003,RAPE,31
Arunachal Pradesh,2004,RAPE,42
Arunachal Pradesh,2005,RAPE,35
Arunachal Pradesh,2006,RAPE,37
Arunachal Pradesh,2007,RAPE,48
Arunachal Pradesh,2008,RAPE,42
Arunachal Pradesh,2009,RAPE,59
Arunachal Pradesh,2010,RAPE,47
Arunachal Pradesh,2011,RAPE,42
Arunachal Pradesh,2012,RAPE,46
Assam,2001,RAPE,817
Assam,2002,RAPE,970
Assam,2003,RAPE,1095
Assam,2004,RAPE,1171
Assam,2005,RAPE,1238
Assam,2006,RAPE,1244
Assam,2007,RAPE,1437
Assam,2008,RAPE,1438
Assam,2009,RAPE,1631
Assam,2010,RAPE,1721
Assam,2011,RAPE,1700
Assam,2012,RAPE,1716
Bihar,2001,RAPE,888
Bihar,2002,RAPE,1040
Bihar,2003,RAPE,985
Bihar,2004,RAPE,1390
Bihar,2005,RAPE,1147
Bihar,2006,RAPE,1232
Bihar,2007,RAPE,1555
Bihar,2008,RAPE,1302
Bihar,2009,RAPE,929
Bihar,2010,RAPE,795
Bihar,2011,RAPE,934
Bihar,2012,RAPE,927
Chandigarh,2001,RAPE,18
Chandigarh,2002,RAPE,18
Chandigarh,2003,RAPE,18
Chandigarh,2004,RAPE,19
Chandigarh,2005,RAPE,33
Chandigarh,2006,RAPE,19
Chandigarh,2007,RAPE,22
Chandigarh,2008,RAPE,20
Chandigarh,2009,RAPE,29
Chandigarh,2010,RAPE,31
Chandigarh,2011,RAPE,27
Chandigarh,2012,RAPE,27
Chhattisgarh,2001,RAPE,959
Chhattisgarh,2002,RAPE,992
Chhattisgarh,2003,RAPE,898
Chhattisgarh,2004,RAPE,969
Chhattisgarh,2005,RAPE,990
Chhattisgarh,2006,RAPE,995
Chhattisgarh,2007,RAPE,982
Chhattisgarh,2008,RAPE,978
Chhattisgarh,2009,RAPE,976
Chhattisgarh,2010,RAPE,1012
Chhattisgarh,2011,RAPE,1053
Chhattisgarh,2012,RAPE,1034
D & N Haveli,2001,RAPE,6
D & N Haveli,2002,RAPE,4
D & N Haveli,2003,RAPE,1
D & N Haveli,2004,RAPE,7
D & N Haveli,2005,RAPE,5
D & N Haveli,2006,RAPE,6
D & N Haveli,2007,RAPE,7
D & N Haveli,2008,RAPE,6
D & N Haveli,2009,RAPE,4
D & N Haveli,2010,RAPE,3
D & N Haveli,2011,RAPE,4
D & N Haveli,2012,RAPE,3
Daman & Diu,2001,RAPE,0
Daman & Diu,2002,RAPE,0
Daman & Diu,2003,RAPE,5
Daman & Diu,2004,RAPE,1
Daman & Diu,2005,RAPE,2
Daman & Diu,2006,RAPE,3
Daman & Diu,2007,RAPE,1
Daman & Diu,2008,RAPE,0
Daman & Diu,2009,RAPE,1
Daman & Diu,2010,RAPE,1
Daman & Diu,2011,RAPE,1
Daman & Diu,2012,RAPE,5
Goa,2001,RAPE,12
Goa,2002,RAPE,12
Goa,2003,RAPE,31
Goa,2004,RAPE,37
Goa,2005,RAPE,20
Goa,2006,RAPE,21
Goa,2007,RAPE,20
Goa,2008,RAPE,30
Goa,2009,RAPE,47
Goa,2010,RAPE,36
Goa,2011,RAPE,29
Goa,2012,RAPE,55
Gujarat,2001,RAPE,286
Gujarat,2002,RAPE,267
Gujarat,2003,RAPE,236
Gujarat,2004,RAPE,339
Gujarat,2005,RAPE,324
Gujarat,2006,RAPE,354
Gujarat,2007,RAPE,316
Gujarat,2008,RAPE,374
Gujarat,2009,RAPE,433
Gujarat,2010,RAPE,408
Gujarat,2011,RAPE,439
Gujarat,2012,RAPE,473
Haryana,2001,RAPE,398
Haryana,2002,RAPE,361
Haryana,2003,RAPE,353
Haryana,2004,RAPE,386
Haryana,2005,RAPE,461
Haryana,2006,RAPE,608
Haryana,2007,RAPE,488
Haryana,2008,RAPE,631
Haryana,2009,RAPE,603
Haryana,2010,RAPE,720
Haryana,2011,RAPE,733
Haryana,2012,RAPE,668
Himachal Pradesh,2001,RAPE,124
Himachal Pradesh,2002,RAPE,137
Himachal Pradesh,2003,RAPE,126
Himachal Pradesh,2004,RAPE,153
Himachal Pradesh,2005,RAPE,141
Himachal Pradesh,2006,RAPE,113
Himachal Pradesh,2007,RAPE,159
Himachal Pradesh,2008,RAPE,157
Himachal Pradesh,2009,RAPE,183
Himachal Pradesh,2010,RAPE,160
Himachal Pradesh,2011,RAPE,168
Himachal Pradesh,2012,RAPE,183
Jammu & Kashmir,2001,RAPE,169
Jammu & Kashmir,2002,RAPE,192
Jammu & Kashmir,2003,RAPE,211
Jammu & Kashmir,2004,RAPE,218
Jammu & Kashmir,2005,RAPE,201
Jammu & Kashmir,2006,RAPE,250
Jammu & Kashmir,2007,RAPE,288
Jammu & Kashmir,2008,RAPE,219
Jammu & Kashmir,2009,RAPE,237
Jammu & Kashmir,2010,RAPE,245
Jammu & Kashmir,2011,RAPE,277
Jammu & Kashmir,2012,RAPE,303
Jharkhand,2001,RAPE,567
Jharkhand,2002,RAPE,797
Jharkhand,2003,RAPE,712
Jharkhand,2004,RAPE,797
Jharkhand,2005,RAPE,753
Jharkhand,2006,RAPE,799
Jharkhand,2007,RAPE,855
Jharkhand,2008,RAPE,791
Jharkhand,2009,RAPE,719
Jharkhand,2010,RAPE,773
Jharkhand,2011,RAPE,784
Jharkhand,2012,RAPE,812
Karnataka,2001,RAPE,293
Karnataka,2002,RAPE,292
Karnataka,2003,RAPE,321
Karnataka,2004,RAPE,291
Karnataka,2005,RAPE,343
Karnataka,2006,RAPE,400
Karnataka,2007,RAPE,436
Karnataka,2008,RAPE,446
Karnataka,2009,RAPE,509
Karnataka,2010,RAPE,586
Karnataka,2011,RAPE,636
Karnataka,2012,RAPE,621
Kerala,2001,RAPE,562
Kerala,2002,RAPE,499
Kerala,2003,RAPE,394
Kerala,2004,RAPE,480
Kerala,2005,RAPE,478
Kerala,2006,RAPE,601
Kerala,2007,RAPE,512
Kerala,2008,RAPE,568
Kerala,2009,RAPE,568
Kerala,2010,RAPE,634
Kerala,2011,RAPE,1132
Kerala,2012,RAPE,1019
Lakshadweep,2001,RAPE,0
Lakshadweep,2002,RAPE,1
Lakshadweep,2003,RAPE,2
Lakshadweep,2004,RAPE,0
Lakshadweep,2005,RAPE,0
Lakshadweep,2006,RAPE,0
Lakshadweep,2007,RAPE,1
Lakshadweep,2008,RAPE,2
Lakshadweep,2009,RAPE,1
Lakshadweep,2010,RAPE,0
Lakshadweep,2011,RAPE,0
Lakshadweep,2012,RAPE,0
Madhya Pradesh,2001,RAPE,2851
Madhya Pradesh,2002,RAPE,2891
Madhya Pradesh,2003,RAPE,2738
Madhya Pradesh,2004,RAPE,2875
Madhya Pradesh,2005,RAPE,2921
Madhya Pradesh,2006,RAPE,2900
Madhya Pradesh,2007,RAPE,3010
Madhya Pradesh,2008,RAPE,2937
Madhya Pradesh,2009,RAPE,2998
Madhya Pradesh,2010,RAPE,3135
Madhya Pradesh,2011,RAPE,3406
Madhya Pradesh,2012,RAPE,3425
Maharashtra,2001,RAPE,1302
Maharashtra,2002,RAPE,1352
Maharashtra,2003,RAPE,1268
Maharashtra,2004,RAPE,1388
Maharashtra,2005,RAPE,1545
Maharashtra,2006,RAPE,1500
Maharashtra,2007,RAPE,1451
Maharashtra,2008,RAPE,1558
Maharashtra,2009,RAPE,1483
Maharashtra,2010,RAPE,1599
Maharashtra,2011,RAPE,1701
Maharashtra,2012,RAPE,1839
Manipur,2001,RAPE,20
Manipur,2002,RAPE,14
Manipur,2003,RAPE,18
Manipur,2004,RAPE,31
Manipur,2005,RAPE,25
Manipur,2006,RAPE,40
Manipur,2007,RAPE,20
Manipur,2008,RAPE,38
Manipur,2009,RAPE,31
Manipur,2010,RAPE,34
Manipur,2011,RAPE,53
Manipur,2012,RAPE,63
Meghalaya,2001,RAPE,26
Meghalaya,2002,RAPE,38
Meghalaya,2003,RAPE,40
Meghalaya,2004,RAPE,54
Meghalaya,2005,RAPE,63
Meghalaya,2006,RAPE,74
Meghalaya,2007,RAPE,82
Meghalaya,2008,RAPE,88
Meghalaya,2009,RAPE,112
Meghalaya,2010,RAPE,149
Meghalaya,2011,RAPE,130
Meghalaya,2012,RAPE,164
Mizoram,2001,RAPE,52
Mizoram,2002,RAPE,76
Mizoram,2003,RAPE,54
Mizoram,2004,RAPE,20
Mizoram,2005,RAPE,37
Mizoram,2006,RAPE,72
Mizoram,2007,RAPE,83
Mizoram,2008,RAPE,77
Mizoram,2009,RAPE,83
Mizoram,2010,RAPE,92
Mizoram,2011,RAPE,77
Mizoram,2012,RAPE,103
Nagaland,2001,RAPE,17
Nagaland,2002,RAPE,17
Nagaland,2003,RAPE,14
Nagaland,2004,RAPE,18
Nagaland,2005,RAPE,17
Nagaland,2006,RAPE,23
Nagaland,2007,RAPE,13
Nagaland,2008,RAPE,19
Nagaland,2009,RAPE,22
Nagaland,2010,RAPE,16
Nagaland,2011,RAPE,23
Nagaland,2012,RAPE,21
Odisha,2001,RAPE,790
Odisha,2002,RAPE,691
Odisha,2003,RAPE,725
Odisha,2004,RAPE,770
Odisha,2005,RAPE,799
Odisha,2006,RAPE,985
Odisha,2007,RAPE,939
Odisha,2008,RAPE,1113
Odisha,2009,RAPE,1023
Odisha,2010,RAPE,1025
Odisha,2011,RAPE,1112
Odisha,2012,RAPE,1458
Puducherry,2001,RAPE,9
Puducherry,2002,RAPE,6
Puducherry,2003,RAPE,2
Puducherry,2004,RAPE,4
Puducherry,2005,RAPE,6
Puducherry,2006,RAPE,9
Puducherry,2007,RAPE,9
Puducherry,2008,RAPE,8
Puducherry,2009,RAPE,1
Puducherry,2010,RAPE,3
Puducherry,2011,RAPE,7
Puducherry,2012,RAPE,13
Punjab,2001,RAPE,298
Punjab,2002,RAPE,299
Punjab,2003,RAPE,380
Punjab,2004,RAPE,390
Punjab,2005,RAPE,398
Punjab,2006,RAPE,442
Punjab,2007,RAPE,519
Punjab,2008,RAPE,517
Punjab,2009,RAPE,511
Punjab,2010,RAPE,546
Punjab,2011,RAPE,479
Punjab,2012,RAPE,680
Rajasthan,2001,RAPE,1049
Rajasthan,2002,RAPE,1051
Rajasthan,2003,RAPE,1050
Rajasthan,2004,RAPE,1038
Rajasthan,2005,RAPE,993
Rajasthan,2006,RAPE,1085
Rajasthan,2007,RAPE,1238
Rajasthan,2008,RAPE,1355
Rajasthan,2009,RAPE,1519
Rajasthan,2010,RAPE,1571
Rajasthan,2011,RAPE,1800
Rajasthan,2012,RAPE,2049
Sikkim,2001,RAPE,8
Sikkim,2002,RAPE,6
Sikkim,2003,RAPE,10
Sikkim,2004,RAPE,3
Sikkim,2005,RAPE,18
Sikkim,2006,RAPE,20
Sikkim,2007,RAPE,24
Sikkim,2008,RAPE,20
Sikkim,2009,RAPE,18
Sikkim,2010,RAPE,18
Sikkim,2011,RAPE,16
Sikkim,2012,RAPE,34
Tamil Nadu,2001,RAPE,423
Tamil Nadu,2002,RAPE,534
Tamil Nadu,2003,RAPE,557
Tamil Nadu,2004,RAPE,618
Tamil Nadu,2005,RAPE,571
Tamil Nadu,2006,RAPE,457
Tamil Nadu,2007,RAPE,523
Tamil Nadu,2008,RAPE,573
Tamil Nadu,2009,RAPE,596
Tamil Nadu,2010,RAPE,686
Tamil Nadu,2011,RAPE,677
Tamil Nadu,2012,RAPE,737
Tripura,2001,RAPE,102
Tripura,2002,RAPE,108
Tripura,2003,RAPE,114
Tripura,2004,RAPE,160
Tripura,2005,RAPE,162
Tripura,2006,RAPE,189
Tripura,2007,RAPE,157
Tripura,2008,RAPE,204
Tripura,2009,RAPE,190
Tripura,2010,RAPE,238
Tripura,2011,RAPE,205
Tripura,2012,RAPE,229
Uttar Pradesh,2001,RAPE,1958
Uttar Pradesh,2002,RAPE,1415
Uttar Pradesh,2003,RAPE,911
Uttar Pradesh,2004,RAPE,1397
Uttar Pradesh,2005,RAPE,1217
Uttar Pradesh,2006,RAPE,1314
Uttar Pradesh,2007,RAPE,1648
Uttar Pradesh,2008,RAPE,1871
Uttar Pradesh,2009,RAPE,1759
Uttar Pradesh,2010,RAPE,1563
Uttar Pradesh,2011,RAPE,2042
Uttar Pradesh,2012,RAPE,1963
Uttarakhand,2001,RAPE,74
Uttarakhand,2002,RAPE,89
Uttarakhand,2003,RAPE,107
Uttarakhand,2004,RAPE,115
Uttarakhand,2005,RAPE,133
Uttarakhand,2006,RAPE,147
Uttarakhand,2007,RAPE,117
Uttarakhand,2008,RAPE,87
Uttarakhand,2009,RAPE,111
Uttarakhand,2010,RAPE,121
Uttarakhand,2011,RAPE,129
Uttarakhand,2012,RAPE,148
West Bengal,2001,RAPE,709
West Bengal,2002,RAPE,759
West Bengal,2003,RAPE,1002
West Bengal,2004,RAPE,1475
West Bengal,2005,RAPE,1686
West Bengal,2006,RAPE,1731
West Bengal,2007,RAPE,2106
West Bengal,2008,RAPE,2263
West Bengal,2009,RAPE,2336
West Bengal,2010,RAPE,2311
West Bengal,2011,RAPE,2363
West Bengal,2012,RAPE,2046
A & N Islands,2001,CUSTODIAL RAPE,0
A & N Islands,2002,CUSTODIAL RAPE,0
A & N Islands,2003,CUSTODIAL RAPE,0
A & N Islands,2004,CUSTODIAL RAPE,0
A & N Islands,2005,CUSTODIAL RAPE,0
A & N Islands,2006,CUSTODIAL RAPE,0
A & N Islands,2007,CUSTODIAL RAPE,0
A & N Islands,2008,CUSTODIAL RAPE,0
A & N Islands,2009,CUSTODIAL RAPE,0
A & N Islands,2010,CUSTODIAL RAPE,0
A & N Islands,2011,CUSTODIAL RAPE,0
A & N Islands,2012,CUSTODIAL RAPE,0
Andhra Pradesh,2001,CUSTODIAL RAPE,0
Andhra Pradesh,2002,CUSTODIAL RAPE,0
Andhra Pradesh,2003,CUSTODIAL RAPE,0
Andhra Pradesh,2004,CUSTODIAL RAPE,0
Andhra Pradesh,2005,CUSTODIAL RAPE,1
Andhra Pradesh,2006,CUSTODIAL RAPE,1
Andhra Pradesh,2007,CUSTODIAL RAPE,0
Andhra Pradesh,2008,CUSTODIAL RAPE,0
Andhra Pradesh,2009,CUSTODIAL RAPE,0
Andhra Pradesh,2010,CUSTODIAL RAPE,0
Andhra Pradesh,2011,CUSTODIAL RAPE,0
Andhra Pradesh,2012,CUSTODIAL RAPE,0
Arunachal Pradesh,2001,CUSTODIAL RAPE,0
Arunachal Pradesh,2002,CUSTODIAL RAPE,0
Arunachal Pradesh,2003,CUSTODIAL RAPE,0
Arunachal Pradesh,2004,CUSTODIAL RAPE,0
Arunachal Pradesh,2005,CUSTODIAL RAPE,0
Arunachal Pradesh,2006,CUSTODIAL RAPE,0
Arunachal Pradesh,2007,CUSTODIAL RAPE,0
Arunachal Pradesh,2008,CUSTODIAL RAPE,0
Arunachal Pradesh,2009,CUSTODIAL RAPE,0
Arunachal Pradesh,2010,CUSTODIAL RAPE,0
Arunachal Pradesh,2011,CUSTODIAL RAPE,0
Arunachal Pradesh,2012,CUSTODIAL RAPE,0
Assam,2001,CUSTODIAL RAPE,0
Assam,2002,CUSTODIAL RAPE,0
Assam,2003,CUSTODIAL RAPE,0
Assam,2004,CUSTODIAL RAPE,0
Assam,2005,CUSTODIAL RAPE,0
Assam,2006,CUSTODIAL RAPE,0
Assam,2007,CUSTODIAL RAPE,0
Assam,2008,CUSTODIAL RAPE,0
Assam,2009,CUSTODIAL RAPE,0
Assam,2010,CUSTODIAL RAPE,5
Assam,2011,CUSTODIAL RAPE,0
Assam,2012,CUSTODIAL RAPE,0
Bihar,2001,CUSTODIAL RAPE,0
Bihar,2002,CUSTODIAL RAPE,0
Bihar,2003,CUSTODIAL RAPE,0
Bihar,2004,CUSTODIAL RAPE,1
Bihar,2005,CUSTODIAL RAPE,0
Bihar,2006,CUSTODIAL RAPE,0
Bihar,2007,CUSTODIAL RAPE,0
Bihar,2008,CUSTODIAL RAPE,0
Bihar,2009,CUSTODIAL RAPE,0
Bihar,2010,CUSTODIAL RAPE,0
Bihar,2011,CUSTODIAL RAPE,1
Bihar,2012,CUSTODIAL RAPE,0
Chandigarh,2001,CUSTODIAL RAPE,0
Chandigarh,2002,CUSTODIAL RAPE,0
Chandigarh,2003,CUSTODIAL RAPE,0
Chandigarh,2004,CUSTODIAL RAPE,0
Chandigarh,2005,CUSTODIAL RAPE,0
Chandigarh,2006,CUSTODIAL RAPE,0
Chandigarh,2007,CUSTODIAL RAPE,0
Chandigarh,2008,CUSTODIAL RAPE,0
Chandigarh,2009,CUSTODIAL RAPE,0
Chandigarh,2010,CUSTODIAL RAPE,0
Chandigarh,2011,CUSTODIAL RAPE,0
Chandigarh,2012,CUSTODIAL RAPE,0
Chhattisgarh,2001,CUSTODIAL RAPE,0
Chhattisgarh,2002,CUSTODIAL RAPE,0
Chhattisgarh,2003,CUSTODIAL RAPE,0
Chhattisgarh,2004,CUSTODIAL RAPE,0
Chhattisgarh,2005,CUSTODIAL RAPE,0
Chhattisgarh,2006,CUSTODIAL RAPE,0
Chhattisgarh,2007,CUSTODIAL RAPE,0
Chhattisgarh,2008,CUSTODIAL RAPE,0
Chhattisgarh,2009,CUSTODIAL RAPE,0
Chhattisgarh,2010,CUSTODIAL RAPE,0
Chhattisgarh,2011,CUSTODIAL RAPE,0
Chhattisgarh,2012,CUSTODIAL RAPE,0
D & N Haveli,2001,CUSTODIAL RAPE,0
D & N Haveli,2002,CUSTODIAL RAPE,0
D & N Haveli,2003,CUSTODIAL RAPE,0
D & N Haveli,2004,CUSTODIAL RAPE,0
D & N Haveli,2005,CUSTODIAL RAPE,0
D & N Haveli,2006,CUSTODIAL RAPE,0
D & N Haveli,2007,CUSTODIAL RAPE,0
D & N Haveli,2008,CUSTODIAL RAPE,0
D & N Haveli,2009,CUSTODIAL RAPE,0
D & N Haveli,2010,CUSTODIAL RAPE,0
D & N Haveli,2011,CUSTODIAL RAPE,0
D & N Haveli,2012,CUSTODIAL RAPE,0
Daman & Diu,2001,CUSTODIAL RAPE,0
Daman & Diu,2002,CUSTODIAL RAPE,0
Daman & Diu,2003,CUSTODIAL RAPE,0
Daman & Diu,2004,CUSTODIAL RAPE,0
Daman & Diu,2005,CUSTODIAL RAPE,0
Daman & Diu,2006,CUSTODIAL RAPE,0
Daman & Diu,2007,CUSTODIAL RAPE,0
Daman & Diu,2008,CUSTODIAL RAPE,0
Daman & Diu,2009,CUSTODIAL RAPE,0
Daman & Diu,2010,CUSTODIAL RAPE,0
Daman & Diu,2011,CUSTODIAL RAPE,0
Daman & Diu,2012,CUSTODIAL RAPE,0
Goa,2001,CUSTODIAL RAPE,0
Goa,2002,CUSTODIAL RAPE,0
Goa,2003,CUSTODIAL RAPE,0
Goa,2004,CUSTODIAL RAPE,0
Goa,2005,CUSTODIAL RAPE,0
Goa,2006,CUSTODIAL RAPE,0
Goa,2007,CUSTODIAL RAPE,0
Goa,2008,CUSTODIAL RAPE,0
Goa,2009,CUSTODIAL RAPE,0
Goa,2010,CUSTODIAL RAPE,0
Goa,2011,CUSTODIAL RAPE,0
Goa,2012,CUSTODIAL RAPE,0
Gujarat,2001,CUSTODIAL RAPE,0
Gujarat,2002,CUSTODIAL RAPE,0
Gujarat,2003,CUSTODIAL RAPE,0
Gujarat,2004,CUSTODIAL RAPE,0
Gujarat,2005,CUSTODIAL RAPE,0
Gujarat,2006,CUSTODIAL RAPE,0
Gujarat,2007,CUSTODIAL RAPE,0
Gujarat,2008,CUSTODIAL RAPE,0
Gujarat,2009,CUSTODIAL RAPE,0
Gujarat,2010,CUSTODIAL RAPE,0
Gujarat,2011,CUSTODIAL RAPE,0
Gujarat,2012,CUSTODIAL RAPE,0
Haryana,2001,CUSTODIAL RAPE,0
Haryana,2002,CUSTODIAL RAPE,1
Haryana,2003,CUSTODIAL RAPE,0
Haryana,2004,CUSTODIAL RAPE,0
Haryana,2005,CUSTODIAL RAPE,0
Haryana,2006,CUSTODIAL RAPE,0
Haryana,2007,CUSTODIAL RAPE,0
Haryana,2008,CUSTODIAL RAPE,0
Haryana,2009,CUSTODIAL RAPE,0
Haryana,2010,CUSTODIAL RAPE,0
Haryana,2011,CUSTODIAL RAPE,0
Haryana,2012,CUSTODIAL RAPE,0
Himachal Pradesh,2001,CUSTODIAL RAPE,0
Himachal Pradesh,2002,CUSTODIAL RAPE,0
Himachal Pradesh,2003,CUSTODIAL RAPE,0
Himachal Pradesh,2004,CUSTODIAL RAPE,0
Himachal Pradesh,2005,CUSTODIAL RAPE,0
Himachal Pradesh,2006,CUSTODIAL RAPE,0
Himachal Pradesh,2007,CUSTODIAL RAPE,0
Himachal Pradesh,2008,CUSTODIAL RAPE,0
Himachal Pradesh,2009,CUSTODIAL RAPE,0
Himachal Pradesh,2010,CUSTODIAL RAPE,0
Himachal Pradesh,2011,CUSTODIAL RAPE,0
Himachal Pradesh,2012,CUSTODIAL RAPE,0
Jammu & Kashmir,2001,CUSTODIAL RAPE,0
Jammu & Kashmir,2002,CUSTODIAL RAPE,0
Jammu & Kashmir,2003,CUSTODIAL RAPE,0
Jammu & Kashmir,2004,CUSTODIAL RAPE,0
Jammu & Kashmir,2005,CUSTODIAL RAPE,0
Jammu & Kashmir,2006,CUSTODIAL RAPE,0
Jammu & Kashmir,2007,CUSTODIAL RAPE,0
Jammu & Kashmir,2008,CUSTODIAL RAPE,0
Jammu & Kashmir,2009,CUSTODIAL RAPE,0
Jammu & Kashmir,2010,CUSTODIAL RAPE,0
Jammu & Kashmir,2011,CUSTODIAL RAPE,0
Jammu & Kashmir,2012,CUSTODIAL RAPE,0
Jharkhand,2001,CUSTODIAL RAPE,0
Jharkhand,2002,CUSTODIAL RAPE,0
Jharkhand,2003,CUSTODIAL RAPE,0
Jharkhand,2004,CUSTODIAL RAPE,0
Jharkhand,2005,CUSTODIAL RAPE,5
Jharkhand,2006,CUSTODIAL RAPE,0
Jharkhand,2007,CUSTODIAL RAPE,0
Jharkhand,2008,CUSTODIAL RAPE,0
Jharkhand,2009,CUSTODIAL RAPE,0
Jharkhand,2010,CUSTODIAL RAPE,0
Jharkhand,2011,CUSTODIAL RAPE,0
Jharkhand,2012,CUSTODIAL RAPE,0
Karnataka,2001,CUSTODIAL RAPE,0
Karnataka,2002,CUSTODIAL RAPE,0
Karnataka,2003,CUSTODIAL RAPE,0
Karnataka,2004,CUSTODIAL RAPE,1
Karnataka,2005,CUSTODIAL RAPE,0
Karnataka,2006,CUSTODIAL RAPE,0
Karnataka,2007,CUSTODIAL RAPE,1
Karnataka,2008,CUSTODIAL RAPE,0
Karnataka,2009,CUSTODIAL RAPE,0
Karnataka,2010,CUSTODIAL RAPE,0
Karnataka,2011,CUSTODIAL RAPE,0
Karnataka,2012,CUSTODIAL RAPE,0
Kerala,2001,CUSTODIAL RAPE,0
Kerala,2002,CUSTODIAL RAPE,0
Kerala,2003,CUSTODIAL RAPE,0
Kerala,2004,CUSTODIAL RAPE,0
Kerala,2005,CUSTODIAL RAPE,0
Kerala,2006,CUSTODIAL RAPE,0
Kerala,2007,CUSTODIAL RAPE,0
Kerala,2008,CUSTODIAL RAPE,0
Kerala,2009,CUSTODIAL RAPE,0
Kerala,2010,CUSTODIAL RAPE,0
Kerala,2011,CUSTODIAL RAPE,0
Kerala,2012,CUSTODIAL RAPE,0
Lakshadweep,2001,CUSTODIAL RAPE,0
Lakshadweep,2002,CUSTODIAL RAPE,0
Lakshadweep,2003,CUSTODIAL RAPE,0
Lakshadweep,2004,CUSTODIAL RAPE,0
Lakshadweep,2005,CUSTODIAL RAPE,0
Lakshadweep,2006,CUSTODIAL RAPE,0
Lakshadweep,2007,CUSTODIAL RAPE,0
Lakshadweep,2008,CUSTODIAL RAPE,0
Lakshadweep,2009,CUSTODIAL RAPE,0
Lakshadweep,2010,CUSTODIAL RAPE,0
Lakshadweep,2011,CUSTODIAL RAPE,0
Lakshadweep,2012,CUSTODIAL RAPE,0
Madhya Pradesh,2001,CUSTODIAL RAPE,0
Madhya Pradesh,2002,CUSTODIAL RAPE,0
Madhya Pradesh,2003,CUSTODIAL RAPE,0
Madhya Pradesh,2004,CUSTODIAL RAPE,0
Madhya Pradesh,2005,CUSTODIAL RAPE,0
Madhya Pradesh,2006,CUSTODIAL RAPE,0
Madhya Pradesh,2007,CUSTODIAL RAPE,0
Madhya Pradesh,2008,CUSTODIAL RAPE,0
Madhya Pradesh,2009,CUSTODIAL RAPE,1
Madhya Pradesh,2010,CUSTODIAL RAPE,0
Madhya Pradesh,2011,CUSTODIAL RAPE,0
Madhya Pradesh,2012,CUSTODIAL RAPE,0
Maharashtra,2001,CUSTODIAL RAPE,0
Maharashtra,2002,CUSTODIAL RAPE,1
Maharashtra,2003,CUSTODIAL RAPE,0
